datetime,elapsed_s,pressure_hpa
2026/04/01@21:03:42,7,976.40312
2026/04/01@21:03:43,8,976.40608
2026/04/01@21:03:44,9,976.4082
2026/04/01@21:03:45,10,976.36696
2026/04/01@21:03:47,12,976.40456
2026/04/01@21:03:48,13,976.37632
2026/04/01@21:03:49,14,976.40016
2026/04/01@21:03:50,15,976.40892
2026/04/01@21:03:51,16,976.4151
2026/04/01@21:03:52,17,976.39624
2026/04/01@21:03:53,18,976.3935
2026/04/01@21:03:54,19,976.42116
2026/04/01@21:03:55,20,976.44024
2026/04/01@21:03:56,21,976.43692
2026/04/01@21:03:57,22,976.42616
2026/04/01@21:03:58,23,976.3998
2026/04/01@21:04:00,25,976.39576
2026/04/01@21:04:01,26,976.4143
2026/04/01@21:04:02,27,976.40952
2026/04/01@21:04:03,28,976.4214
2026/04/01@21:04:04,29,976.431168
2026/04/01@21:04:05,30,976.38584
2026/04/01@21:04:06,31,976.3443
2026/04/01@21:04:07,32,976.39968
2026/04/01@21:04:08,33,976.4355
2026/04/01@21:04:09,34,976.38516
2026/04/01@21:04:10,35,976.432
2026/04/01@21:04:11,36,976.39528
2026/04/01@21:04:13,38,976.379664
2026/04/01@21:04:14,39,976.40048
2026/04/01@21:04:15,40,976.42
2026/04/01@21:04:16,41,976.3756
2026/04/01@21:04:17,42,976.37448
2026/04/01@21:04:18,43,976.361
2026/04/01@21:04:19,44,976.3589
2026/04/01@21:04:20,45,976.408
2026/04/01@21:04:21,46,976.3752
2026/04/01@21:04:22,47,976.40592
2026/04/01@21:04:23,48,976.4073
2026/04/01@21:04:24,49,976.3571
2026/04/01@21:04:26,51,976.3761
2026/04/01@21:04:27,52,976.363
2026/04/01@21:04:28,53,976.4338
2026/04/01@21:04:29,54,976.3561
2026/04/01@21:04:30,55,976.401
2026/04/01@21:04:31,56,976.399264
2026/04/01@21:04:32,57,976.38948
2026/04/01@21:04:33,58,976.4024
2026/04/01@21:04:34,59,976.3843
2026/04/01@21:04:35,60,976.3823
2026/04/01@21:04:36,61,976.3806
2026/04/01@21:04:37,62,976.4143
2026/04/01@21:04:39,64,976.3922
2026/04/01@21:04:40,65,976.3635
2026/04/01@21:04:41,66,976.35984
2026/04/01@21:04:42,67,976.38584
2026/04/01@21:04:43,68,976.4275
2026/04/01@21:04:44,69,976.4178
2026/04/01@21:04:45,70,976.4267
2026/04/01@21:04:46,71,976.36632
2026/04/01@21:04:47,72,976.38024
2026/04/01@21:04:48,73,976.35468
2026/04/01@21:04:49,74,976.3777
2026/04/01@21:04:50,75,976.358032
2026/04/01@21:04:52,77,976.3894
2026/04/01@21:04:53,78,976.38024
2026/04/01@21:04:54,79,976.4041
2026/04/01@21:04:55,80,976.3846
2026/04/01@21:04:56,81,976.38904
2026/04/01@21:04:57,82,976.397
2026/04/01@21:04:58,83,976.420864
